account_id,industry,region,country,use_case
001C000001UFYOjIAP,eCommerce-Physical goods,N. America,Canada,
001C000001UFtWaIAL,Other,N. America,United States,
001C000000xDrgEIAS,Banks & lenders-Other,N. America,United States,
001C000001UHZS5IAP,eCommerce-Physical goods,N. America,United States,
001C000000xDrgrIAC,Other,N. America,United States,
001C000000xDri6IAC,Other,N. America,United States,
001C000000xDriLIAS,Other,N. America,United States,
0013c00001tx1nxAAA,eCommerce-Physical goods,N. America,United States,
0013c00001tx1o9AAA,eCommerce-Physical goods,N. America,United States,
001C000000xZqq5IAC,eCommerce-Physical goods,N. America,United States,
001C000000xaFOAIA2,eCommerce-Physical goods,N. America,United States,
001C000000xbgPpIAI,eCommerce-Physical goods,N. America,United States,
0013c00001tx1peAAA,eCommerce-Physical goods,N. America,United States,
0013c00001tx1qgAAA,eCommerce-Physical goods,N. America,United States,
001C000000yVNvDIAW,eCommerce-Physical goods,N. America,United States,
0013c00001tx1sdAAA,eCommerce-Physical goods,N. America,United States,
0013c00001tx1t1AAA,eCommerce-Physical goods,N. America,United States,
001C000000yVNy1IAG,eCommerce-Physical goods,N. America,United States,
001C000000yVNyYIAW,eCommerce-Physical goods,N. America,United States,
0013c00001tx1uJAAQ,eCommerce-Physical goods,N. America,United States,
001C000000yXW1bIAG,Other,N. America,United States,
001C000000zV9CSIA0,Banks & lenders-Online Lenders,N. America,United States,
001C00000103z7TIAQ,eCommerce-Physical goods,N. America,United States,
001C00000103z8TIAQ,Other,N. America,United States,
001C000001064oVIAQ,Other,N. America,United States,
001C00000106risIAA,eCommerce-Physical goods,N. America,United States,
001C0000010RzCuIAK,Insurance,N. America,United States,
001C0000010RzEEIA0,Telephony Technology,N. America,United States,
001C0000010SMAHIA4,Banks & lenders,N. America,United States,
001C0000010rVMwIAM,Other,N. America,United States,
001C0000010v9tNIAQ,eCommerce-Travel & hospitality,N. America,United States,
001C0000011QLsvIAG,Other,N. America,United States,
001C0000011SZskIAG,Other,N. America,United States,
001C0000012LpePIAS,Other,N. America,United States,
001C0000012NYoKIAW,eCommerce-Physical goods,N. America,United States,
0013c00001tx1x6AAA,eCommerce-Physical goods,N. America,United States,
0013c00001tx1xAAAQ,eCommerce-Physical goods,N. America,United States,
0013c00001tx1zdAAA,eCommerce-Physical goods,N. America,United States,
001C000001UufRFIAZ,Banks & lenders-Other,N. America,United States,
001C000001UumgaIAB,Other,N. America,United States,
001C000001Uv7oJIAR,Telephony Technology,N. America,United States,
0013c00001tx20nAAA,eCommerce-Physical goods,N. America,United States,
001C000001UwQ98IAF,eCommerce-Physical goods,N. America,United States,
0013c00001tx21yAAA,eCommerce-Physical goods,N. America,United States,
001C000001VJTEwIAP,eCommerce-Physical goods,N. America,United States,
001C000001VJrQZIA1,eCommerce-Physical goods,N. America,United States,
001C000001VK2rYIAT,Other,N. America,United States,
001C000001VLjCNIA1,eCommerce-Physical goods,N. America,United States,
0013c00001tx25lAAA,eCommerce-Physical goods,N. America,United States,
0013c00001tx27GAAQ,eCommerce-Physical goods,N. America,United States,
0013c00001tx27qAAA,eCommerce-Physical goods,N. America,United States,
001C000001VghP8IAJ,eCommerce-Physical goods,N. America,United States,
0013c00001tx286AAA,eCommerce-Physical goods,N. America,United States,
001C000001VhVd8IAF,eCommerce-Physical goods,N. America,United States,
0013c00001tx2B9AAI,eCommerce-Physical goods,N. America,United States,
001C000001Vhx8XIAR,Banks & lenders-Other,N. America,United States,
0013c00001tx2C7AAI,eCommerce-Physical goods,N. America,United States,
001C000001W0uNnIAJ,Other,N. America,United States,
0013c00001tx2EtAAI,eCommerce-Physical goods,N. America,United States,
0013c00001tx2FHAAY,eCommerce-Physical goods,N. America,United States,
0013c00001tx2dxAAA,eCommerce-Physical goods,N. America,United States,
0013c00001tx2eDAAQ,eCommerce-Physical goods,N. America,United States,
0013c00001pzrg4AAA,eCommerce-Physical goods,N. America,United States,
0013c00001s1wRJAAY,Consumer Marketplaces,,,
0013c00001s2FXsAAM,eCommerce-Physical goods,,,
0013c00001tx2f3AAA,eCommerce-Physical goods,N. America,United States,
0013c00001pzrh4AAA,eCommerce-Physical goods,N. America,United States,
0013c00001pzrhDAAQ,eCommerce-Physical goods,N. America,United States,
0013n00001t6FytAAE,Insurance,N. America,United States,
0013c00001tN90gAAC,Other,,,
0013n00001t6FgxAAE,Banks & lenders-Other,,,
0013c00001tx2ixAAA,eCommerce-Physical goods,N. America,United States,
0013c00001tx2kBAAQ,eCommerce-Physical goods,N. America,United States,
0013c00001tx2l1AAA,eCommerce-Physical goods,N. America,United States,
0013c00001tx2l5AAA,eCommerce-Physical goods,N. America,United States,
0013c00001q66UAAAY,eCommerce-Physical goods,N. America,United States,
0013n00001t6G0jAAE,Other,N. America,United States,
0013c00001q7d8YAAQ,eCommerce-Physical goods,N. America,Canada,
0013c00001q7zs8AAA,eCommerce-Travel & hospitality,N. America,United States,
0013n00001t6G5dAAE,Other,N. America,United States,
0013c00001q8dN0AAI,Other,N. America,United States,
0013n00001t6G63AAE,Other,N. America,United States,
0013c00001q987jAAA,Other,N. America,United States,
0013c00001q9LrVAAU,Other,N. America,United States,
0013n00001t6G7fAAE,Other,N. America,United States,
0013n00001t6G7rAAE,Other,N. America,United States,
0013c00001q9VFyAAM,Other,N. America,United States,
0013c00001r6UvjAAE,Consumer Marketplaces,N. America,United States,
0013c00001r6Uw3AAE,Consumer Marketplaces,N. America,United States,
0013c00001r6UxhAAE,Consumer Marketplaces,N. America,United States,
0013n00001t6GArAAM,Other,N. America,United States,
0013n00001t6GBBAA2,Other,N. America,United States,
0013n00001t6GBQAA2,Other,N. America,United States,
0013n00001t6GF0AAM,Other,N. America,United States,
0013c00001r6ccxAAA,Other,N. America,United States,
0013n00001t6GHaAAM,Other,N. America,United States,
0013n00001t6GI3AAM,Other,N. America,United States,
0013n00001t6GIsAAM,Other,N. America,United States,
0013c00001r6iuOAAQ,Other,N. America,United States,
0013n00001ufesKAAQ,Banks & lenders-Online Lenders,,,
0013n00001ufetdAAA,Banks & lenders-Other Fintech,,,
0013c00001tz6xQAAQ,eCommerce-Physical goods,N. America,United States,
001C000000thHioIAE,Other,,,
001C0000013pwVFIAY,Other,,,
001C0000015JS2fIAG,Other,,,
001C000001FUtDXIA1,Other,,,
001C000001Mx5YjIAJ,Other,,,
0013c00001r6k2YAAQ,eCommerce-Physical goods,N. America,United States,
0013c00001r6kcCAAQ,eCommerce-Physical goods,N. America,United States,
0013c00001tz70BAAQ,eCommerce-Physical goods,N. America,United States,
0013c00001tz723AAA,eCommerce-Physical goods,N. America,United States,
0013c00001tz73UAAQ,eCommerce-Physical goods,N. America,United States,
0013c00001tz748AAA,eCommerce-Physical goods,N. America,United States,
0013c00001tz76hAAA,eCommerce-Physical goods,N. America,United States,
0013c00001tz76pAAA,eCommerce-Physical goods,N. America,United States,
0013c00001tz77cAAA,eCommerce-Physical goods,N. America,United States,
001C000001NEe5RIAT,eCommerce-Physical goods,,,
001C000001PSPS4IAP,Other,,,
001C000001PSpCoIAL,Other,,,
0013c00001r6kcgAAA,eCommerce-Physical goods,N. America,United States,
0013n00001t6GKpAAM,Other,N. America,United States,
0013n00001t6GPSAA2,Other,N. America,United States,
0013n00001t6GPaAAM,Other,N. America,United States,
0013n00001t6GPrAAM,Other,N. America,United States,
0013c00001r6khbAAA,eCommerce-Physical goods,N. America,United States,
0013c00001r6khnAAA,eCommerce-Physical goods,N. America,United States,
0013n00001t6GTJAA2,Other,N. America,United States,
0013c00001r6kmnAAA,eCommerce-Physical goods,N. America,United States,
0013n00001t6GUjAAM,Other,N. America,United States,
0013c00001r6oO3AAI,eCommerce-Physical goods,N. America,United States,
0013n00001t6GYoAAM,Other,N. America,United States,
0013n00001t6GZIAA2,Other,N. America,United States,
0013c00001rAXPfAAO,Other,N. America,United States,
0013n00001t6GaIAAU,Other,N. America,United States,
0013c00001s1naWAAQ,Banks & lenders-Other Fintech,N. America,United States,Consumer account opening;Lead/Application Validation & Optimization;Data maintenance / enrichment
0013c00001s1naWAAQ,Banks & lenders-Other Fintech,N. America,United States,Consumer account opening;Lead/Application Validation & Optimization;Data maintenance / enrichment
0013n00001t6GfhAAE,Other,N. America,United States,
0013n00001t6GgeAAE,Other,N. America,United States,
0013c00001s7JDYAA2,Other,N. America,United States,
0013c00001sUUUjAAO,Other,N. America,United States,
0013n00001t6Gl0AAE,Other,N. America,United States,
0013c00001tMh1yAAC,eCommerce-Physical goods,N. America,United States,
0013c00001tz7BbAAI,eCommerce-Physical goods,N. America,United States,
0013c00001tz7BjAAI,eCommerce-Physical goods,N. America,United States,
001C000001RpvH3IAJ,Other,,,
001C000001S8lUpIAJ,Other,,,
0013c00001tMh4DAAS,eCommerce-Physical goods,N. America,United States,
001C000001TWTHXIA5,Banks & lenders-Other,,,
001C000001VhxCVIAZ,Other,,,
001C000001cIizbIAC,Other,,,
001C000001cIoBsIAK,Banks & lenders-Online Lenders,,,
0013c00001pzrgBAAQ,eCommerce-Physical goods,N. America,United States,
0013c00001tx2eWAAQ,eCommerce-Physical goods,N. America,United States,
0013c00001tx2eqAAA,eCommerce-Physical goods,N. America,United States,
0013n00001t6Fs5AAE,eCommerce-Physical goods,N. America,United States,
0013n00001t6FuMAAU,Banks & lenders-Other,N. America,United States,
0013n00001t6FurAAE,Banks & lenders-Other Fintech,N. America,United States,
0013n00001t6FxEAAU,Banks & lenders-Other Fintech,N. America,United States,
0013n00001t6FxcAAE,Banks & lenders-Other Fintech,N. America,United States,
0013c00001tLhSCAA0,eCommerce-Digital goods,,,
0013n00001t4g14AAA,eCommerce-Physical goods,,,
0013c00001tx2hyAAA,eCommerce-Physical goods,N. America,United States,
0013c00001tx2koAAA,eCommerce-Physical goods,N. America,United States,
0013c00001tx2l0AAA,eCommerce-Physical goods,N. America,United States,
0013c00001txM3RAAU,Other,N. America,United States,
0013c00001tz6wNAAQ,eCommerce-Physical goods,N. America,United States,
0013n00001t6G03AAE,Other,N. America,United States,
0013n00001t6G5EAAU,Other,N. America,United States,
0013n00001t6G5kAAE,Other,N. America,United States,
0013c00001q99GzAAI,Other,N. America,United States,
0013c00001q9SqZAAU,Other,N. America,United States,
0013c00001q9V9uAAE,Telephony Technology,N. America,United States,
0013c00001r6Om8AAE,Other,N. America,United States,
0013n00001t6G88AAE,Other,N. America,United States,
0013n00001t6G9eAAE,Other,N. America,United States,
0013n00001t6GAqAAM,Other,N. America,United States,
0013c00001r6freAAA,eCommerce-Physical goods,N. America,United States,
0013n00001t6GGEAA2,Other,N. America,Canada,
0013n00001ufestAAA,Banks & lenders-Other,,,
0013c00001tz6xHAAQ,eCommerce-Physical goods,N. America,United States,
001C000000s39ElIAI,Other,,,
001C000000vt03gIAA,Other,,,
0013c00001tz6yRAAQ,eCommerce-Physical goods,N. America,United States,
001C000000ztGBxIAM,Other,,,
001C000001G4ZwLIAV,Other,,,
0013c00001tz6ypAAA,eCommerce-Physical goods,N. America,United States,
0013c00001tz71yAAA,eCommerce-Physical goods,N. America,United States,
0013c00001tz722AAA,eCommerce-Physical goods,N. America,United States,
0013c00001tz72RAAQ,eCommerce-Physical goods,N. America,United States,
0013c00001tz72hAAA,eCommerce-Physical goods,N. America,United States,
0013c00001tz72lAAA,eCommerce-Physical goods,N. America,United States,
0013c00001tz770AAA,eCommerce-Physical goods,N. America,United States,
0013c00001tz778AAA,eCommerce-Physical goods,N. America,United States,
0013c00001tz77fAAA,eCommerce-Physical goods,N. America,United States,
0013c00001tz78hAAA,eCommerce-Physical goods,N. America,United States,
0013c00001tz78qAAA,eCommerce-Physical goods,N. America,United States,
0013c00001tz79UAAQ,eCommerce-Physical goods,N. America,United States,
0013c00001tz79YAAQ,eCommerce-Physical goods,N. America,United States,
0013c00001tz7A0AAI,eCommerce-Physical goods,N. America,United States,
001C000001OVOmYIAX,Other,,,
001C000001PMEheIAH,Other,,,
001C000001QdXZGIA3,Other,,,
0013c00001r6kdPAAQ,Banks & lenders-Other,N. America,United States,
0013n00001t6GP9AAM,Other,N. America,United States,
0013c00001r6kgbAAA,eCommerce-Physical goods,N. America,United States,
0013n00001t6GQSAA2,Other,N. America,United States,
0013c00001r6khmAAA,eCommerce-Physical goods,N. America,United States,
0013n00001t6GRZAA2,Other,N. America,United States,
0013c00001r6kiIAAQ,Other,N. America,United States,
0013n00001t6GSbAAM,Other,N. America,United States,
0013n00001t6GTQAA2,Other,N. America,United States,
0013c00001r6kn6AAA,Other,N. America,United States,
0013c00001r6kqUAAQ,eCommerce-Physical goods,N. America,United States,
0013n00001t6Ga4AAE,Other,N. America,United States,
0013c00001rjhjSAAQ,Other,N. America,United States,
0013c00001rkbKcAAI,Other,N. America,United States,
0013c00001rkyHaAAI,Other,N. America,United States,
0013c00001rlFm6AAE,Other,N. America,United States,
0013n00001t6GftAAE,Other,N. America,United States,
0013c00001tLxzSAAS,Payments,N. America,United States,
0013n00001t6GnUAAU,Other,N. America,Canada,
0013n00001t79AnAAI,eCommerce-Physical goods,N. America,United States,
0013c00001tz7CEAAY,eCommerce-Physical goods,N. America,United States,
0013n00001t7R35AAE,Payments,N. America,United States,
001C000001RpESqIAN,Consumer Marketplaces,,,
0013c00001tMh3AAAS,eCommerce-Physical goods,N. America,United States,
0013c00001tz7CaAAI,eCommerce-Physical goods,N. America,United States,
0013n00001tHXUdAAO,eCommerce,N. America,United States,
0013n00001tHpERAA0,Insurance,N. America,Canada,
001C000001TXg4HIAT,Other,,,
001C000001TXovSIAT,Banks & lenders-Online Lenders,,,
001C000001UGW6iIAH,eCommerce-Physical goods,,,
001C000001UumGIIAZ,Banks & lenders-Other,,,
001C000001VMk3xIAD,Other,,,
001C000001Vh196IAB,Other,,,
001C000001YS8kXIAT,Other,,,
001C000001ZoOJ0IAN,Other,,,
001C000001ZpeTfIAJ,Other,,,
001C000001Zq0DrIAJ,Other,,,
001C000001cIoEDIA0,Banks & lenders-Other Fintech,,,
001C000001cJFCWIA4,Other,,,
001C000001cLRA2IAO,Other,,,
001C000001fy1qAIAQ,Other,,,
001C000001h4IxBIAU,Other,,,
001C000001hz9HfIAI,eCommerce-Physical goods,,,
001C000001ki5O1IAI,Consumer Marketplaces,,,
001C0000015HqFnIAK,Insurance,N. America,United States,
001C0000015HrevIAC,Banks & lenders,N. America,United States,
001C000001WtU9TIAV,Other,N. America,United States,
001C0000015HrfGIAS,Banks & lenders,N. America,United States,
0013c00001tx2LdAAI,eCommerce-Physical goods,N. America,United States,
0013c00001tx2M1AAI,eCommerce-Physical goods,N. America,United States,
0013c00001tx2MDAAY,eCommerce-Physical goods,N. America,United States,
001C000001XJFY6IAP,Banks & lenders-Other,N. America,United States,
001C000001Xsvu2IAB,eCommerce-Physical goods,N. America,United States,
001C0000015JS2VIAW,Other,N. America,United States,
001C000001Xytu1IAB,Banks & lenders-Online Lenders,N. America,United States,
0013c00001tx2NPAAY,eCommerce-Physical goods,N. America,United States,
001C0000015SoKjIAK,Consumer Marketplaces,N. America,United States,
001C0000015SoKwIAK,Other,N. America,Canada,
001C0000015WFjhIAG,Other,N. America,United States,
0013c00001tx2PLAAY,eCommerce-Physical goods,N. America,United States,
001C0000015WFl1IAG,Other,N. America,United States,
001C000001YTallIAD,Other,N. America,United States,
0013c00001tx2QPAAY,eCommerce-Physical goods,N. America,United States,
0013c00001tx2RBAAY,eCommerce-Physical goods,N. America,United States,
001C000001ZmXRoIAN,Banks & lenders-Other Fintech,N. America,United States,
0013c00001tx2RRAAY,eCommerce-Physical goods,N. America,United States,
001C0000015WFpUIAW,eCommerce-Physical goods,N. America,United States,
0013c00001tx2SbAAI,eCommerce-Physical goods,N. America,United States,
001C000001ZnbDtIAJ,Other,N. America,United States,
0013c00001tx2TFAAY,eCommerce-Physical goods,N. America,United States,
0013c00001tx2TlAAI,eCommerce-Physical goods,N. America,United States,
001C000001Zoku0IAB,eCommerce-Physical goods,N. America,United States,
001C000001ZopEAIAZ,eCommerce-Digital goods,N. America,United States,
0013c00001tx2VqAAI,eCommerce-Physical goods,N. America,United States,
001C0000016CTHlIAO,Other,N. America,United States,
0013c00001tx2WUAAY,eCommerce-Physical goods,N. America,United States,
0013c00001tx2WoAAI,eCommerce-Physical goods,N. America,United States,
001C0000017aK7OIAU,Other,N. America,Canada,
0013c00001tx2Z4AAI,eCommerce-Physical goods,N. America,United States,
001C000001cJ6zMIAS,Other,N. America,United States,
001C0000019VAyCIAW,Other,N. America,United States,
001C000001cJL19IAG,eCommerce-Physical goods,N. America,United States,
001C000001cJeCnIAK,Banks & lenders-Other,N. America,United States,
001C000001BO3YgIAL,Other,N. America,Canada,
001C000001cJojtIAC,Banks & lenders-Other Fintech,N. America,United States,
001C000001cKStzIAG,eCommerce-Physical goods,N. America,United States,
001C000001cLK3yIAG,Banks & lenders-Other,N. America,United States,
001C000001CQfCyIAL,Banks & lenders-Online Lenders,N. America,United States,
0013c00001tx2aWAAQ,eCommerce-Physical goods,N. America,United States,
001C000001EEhJBIA1,Other,N. America,United States,
0013c00001tx2bYAAQ,eCommerce-Physical goods,N. America,United States,
001C000001Eoc25IAB,Banks & lenders-Other Fintech,N. America,United States,
001C000001FMcRcIAL,Banks & lenders-Other Fintech,N. America,Canada,
001C000001cLdBCIA0,Other,N. America,United States,
001C000001eNlDGIA0,eCommerce-Physical goods,N. America,United States,
001C000001eOmYMIA0,eCommerce-Physical goods,N. America,United States,
001C000001GMvD1IAL,Banks & lenders-Online Lenders,N. America,United States,
001C000001epdMEIAY,Telephony Technology,N. America,United States,
001C000001GueccIAB,eCommerce-Physical goods,N. America,United States,
001C000001GwodkIAB,Other,N. America,United States,
001C000001eqXKJIA2,eCommerce-Physical goods,N. America,Canada,
001C000001H0s7vIAB,Other,N. America,United States,
001C000001fwI3cIAE,eCommerce-Physical goods,N. America,United States,
001C000001HbmZmIAJ,eCommerce-Physical goods,N. America,United States,
001C000001HjjMTIAZ,Other,N. America,United States,
001C000001IgFxHIAV,Telephony Technology,N. America,United States,
001C000001IgZLMIA3,Telephony Technology,N. America,United States,
001C000001fxkmFIAQ,eCommerce-Physical goods,N. America,United States,
001C000001fy5n2IAA,Other,N. America,United States,
001C000001h3vlmIAA,Other,N. America,United States,
001C000001LWmcKIAT,eCommerce-Travel & hospitality,N. America,United States,
001C000001LgwumIAB,eCommerce-Physical goods,N. America,United States,
001C000001h4IsKIAU,Payments,N. America,United States,
001C000001hy0IUIAY,Other,N. America,United States,
001C000001hyBzOIAU,eCommerce-Physical goods,N. America,United States,
001C000001Mw9R4IAJ,Other,N. America,United States,
001C000001hzYFRIA2,Other,N. America,United States,
001C000001hzqMnIAI,eCommerce-Physical goods,N. America,United States,
001C000001NSbCtIAL,eCommerce-Physical goods,N. America,United States,
001C000001jX03ZIAS,eCommerce-Physical goods,N. America,United States,
001C000001jXXZvIAO,eCommerce-Physical goods,N. America,United States,
001C000001jXcKqIAK,Other,N. America,United States,
0013c00001ty47OAAQ,eCommerce-Physical goods,EMEA,Italy,
0013c00001ty48PAAQ,eCommerce-Physical goods,EMEA,United Kingdom,
0013c00001ulNXVAA2,Other,EMEA,United Kingdom,
0013c00001ulh6bAAA,Other,EMEA,United Kingdom,
0013c00001ulh7BAAQ,Other,EMEA,Bulgaria,
0013c00001ulhD9AAI,eCommerce-Physical goods,EMEA,Italy,
0013c00001ulhDYAAY,Banks & lenders-Other,EMEA,United Kingdom,
0013c00001ulhDgAAI,Banks & lenders-Other Fintech,EMEA,United Kingdom,
0013c00001ulhEaAAI,eCommerce,EMEA,Hungary,
001C0000012zpjoIAA,Telephony Technology,N. America,United States,
0013c00001tx2G8AAI,eCommerce-Physical goods,N. America,United States,
001C0000013hBPzIAM,eCommerce-Physical goods,N. America,United States,
0013c00001tx2GeAAI,eCommerce-Physical goods,N. America,United States,
001C0000014SbLdIAK,eCommerce-Physical goods,N. America,United States,
0013c00001tx2HQAAY,eCommerce-Physical goods,N. America,United States,
0013c00001tx2IKAAY,eCommerce-Physical goods,N. America,United States,
0013c00001tx2IOAAY,eCommerce-Physical goods,N. America,United States,
0013c00001tx2KyAAI,eCommerce-Physical goods,N. America,United States,
0013c00001tx2OMAAY,eCommerce-Physical goods,N. America,United States,
001C000001Wt4vOIAR,eCommerce-Physical goods,N. America,United States,
001C000001WtKXwIAN,eCommerce-Physical goods,N. America,United States,
001C0000015Hv5LIAS,Banks & lenders,N. America,United States,
001C0000015Hv5hIAC,Banks & lenders,N. America,United States,
0013c00001tx2OgAAI,eCommerce-Physical goods,N. America,United States,
001C000001XIcdzIAD,Other,N. America,United States,
001C0000015JS2eIAG,Telephony Technology,N. America,United States,
001C0000015Jvm2IAC,eCommerce-Physical goods,N. America,United States,
0013c00001tx2OwAAI,eCommerce-Physical goods,N. America,United States,
0013c00001tx2PKAAY,eCommerce-Physical goods,N. America,United States,
001C000001YT7b9IAD,eCommerce-Physical goods,N. America,United States,
001C000001Ytq3lIAB,Payments,N. America,United States,
0013c00001tx2QWAAY,eCommerce-Physical goods,N. America,United States,
0013c00001tx2QaAAI,eCommerce-Physical goods,N. America,United States,
0013c00001tx2QmAAI,eCommerce-Physical goods,N. America,United States,
001C000001YvN5VIAV,Other,N. America,United States,
001C000001YvfDgIAJ,Other,N. America,United States,
0013c00001tx2R6AAI,eCommerce-Physical goods,N. America,United States,
001C0000015WFoOIAW,eCommerce-Physical goods,N. America,United States,
001C0000015WFoSIAW,Telephony Technology,N. America,United States,
001C000001ZmUlRIAV,eCommerce-Physical goods,N. America,United States,
0013c00001tx2RAAAY,eCommerce-Physical goods,N. America,United States,
001C000001ZmXcRIAV,eCommerce-Physical goods,N. America,United States,
001C0000015WFp4IAG,eCommerce-Physical goods,N. America,United States,
001C000001ZnAMFIA3,Banks & lenders-Other,N. America,United States,
001C000001ZnX5wIAF,Banks & lenders-Online Lenders,N. America,United States,
001C000001ZnZCFIA3,Banks & lenders-Other Fintech,N. America,United States,
001C0000015yVLGIA2,Other,N. America,United States,
001C000001ZnlNYIAZ,eCommerce-Physical goods,N. America,United States,
001C00000169wbqIAA,Insurance,N. America,United States,
001C00000169wc7IAA,eCommerce-Physical goods,N. America,United States,
001C0000016BA83IAG,Other,N. America,United States,
001C000001Zq0E2IAJ,Other,N. America,United States,
001C0000016CFjYIAW,eCommerce-Physical goods,N. America,United States,
001C000001ZqCzDIAV,eCommerce-Physical goods,N. America,United States,
001C00000184viQIAQ,Other,N. America,United States,
001C0000018B0WOIA0,Other,N. America,United States,
001C0000018B0WbIAK,eCommerce-Physical goods,N. America,United States,
001C000001cHpWqIAK,eCommerce-Physical goods,N. America,United States,
0013c00001tx2ZFAAY,eCommerce-Physical goods,N. America,United States,
0013c00001tx2ZzAAI,eCommerce-Physical goods,N. America,United States,
001C000001cIinGIAS,Banks & lenders-Other,N. America,United States,
001C000001cJ4dcIAC,Banks & lenders-Other,N. America,United States,
001C000001cJY98IAG,eCommerce-Physical goods,N. America,United States,
001C000001cJeD0IAK,Banks & lenders-Online Lenders,N. America,United States,
001C000001cJeDGIA0,Banks & lenders-Other,N. America,United States,
001C000001cJeDbIAK,Banks & lenders-Online Lenders,N. America,United States,
001C000001cJojcIAC,Consumer Marketplaces,N. America,United States,
001C000001BjSiTIAV,eCommerce-Physical goods,N. America,United States,
001C000001cKAZfIAO,Payments,N. America,United States,
001C000001cKjkWIAS,Banks & lenders-Other,N. America,United States,
001C000001cLZx3IAG,eCommerce-Physical goods,N. America,United States,
001C000001cLcrUIAS,eCommerce-Physical goods,N. America,United States,
001C000001CRduNIAT,Other,N. America,United States,
001C000001DH7nfIAD,Other,N. America,United States,
001C000001DIJgAIAX,Other,N. America,United States,
001C000001EFhTNIA1,Other,N. America,United States,
001C000001ER6z6IAD,Other,N. America,United States,
001C000001F0i9HIAR,eCommerce-Digital goods,N. America,United States,
0013c00001tx2chAAA,eCommerce-Physical goods,N. America,United States,
0013c00001tx2czAAA,eCommerce-Physical goods,N. America,United States,
001C000001eOXvfIAG,Other,N. America,United States,
001C000001ePQccIAG,eCommerce-Physical goods,N. America,United States,
001C000001Gyy0VIAR,Telephony Technology,N. America,United States,
001C000001IPXYGIA5,Other,N. America,United States,
001C000001JYeLOIA1,Insurance,N. America,United States,
001C000001h3iCJIAY,Other,N. America,United States,
001C000001h4PX2IAM,eCommerce-Physical goods,N. America,United States,
001C000001MPLoFIAX,Banks & lenders-Other Fintech,N. America,United States,
001C000001hy0DzIAI,eCommerce-Physical goods,N. America,United States,
001C000001hyXv2IAE,eCommerce-Physical goods,N. America,United States,
001C000001ND8VUIA1,eCommerce-Physical goods,N. America,United States,
001C000001i16qNIAQ,eCommerce-Physical goods,N. America,United States,
0013c00001ty47WAAQ,eCommerce-Physical goods,EMEA,United Kingdom,
0013c00001uIbIAAA0,Banks & lenders-Other,EMEA,Luxembourg,
0013c00001ulhEyAAI,eCommerce,EMEA,Germany,
0013c00001ulhF2AAI,eCommerce,EMEA,Bulgaria,
0013c00001ulhL3AAI,Other,EMEA,France,
0013c00001ulhQ8AAI,Other,EMEA,United Kingdom,
0013c00001ulhQqAAI,Other,EMEA,Poland,
0013c00001ulhovAAA,Other,EMEA,Slovenia,
0013c00001ulhp8AAA,eCommerce-Physical goods,EMEA,Germany,
0013c00001ulht3AAA,eCommerce-Physical goods,EMEA,Belgium,
0013c00001ulhtCAAQ,Telephony Technology,EMEA,Belgium,
0013c00001ulhtyAAA,Banks & lenders-Other,EMEA,United Kingdom,
0013c00001ulhvPAAQ,eCommerce-Physical goods,EMEA,Portugal,
0013c00001ulhxJAAQ,eCommerce-Physical goods,EMEA,Hungary,
0013c00001ulhxZAAQ,Telephony Technology,EMEA,Slovakia,
0013c00001ulhxuAAA,eCommerce-Physical goods,EMEA,United Kingdom,
0013n00001t57i5AAA,eCommerce-Physical goods,EMEA,Russia,
0013n00001t6Fj7AAE,Other,EMEA,Spain,
0013n00001t6FkLAAU,Other,EMEA,Netherlands,
0013n00001t6FtQAAU,Banks & lenders-Other Fintech,EMEA,United Kingdom,
0013n00001t6FxVAAU,Banks & lenders-Other Fintech,EMEA,United Kingdom,
0013n00001t6GKnAAM,Other,EMEA,Netherlands,
0013n00001t6GRKAA2,Other,EMEA,Switzerland,
0013n00001t7NkAAAU,Payments,EMEA,United Kingdom,
0013n00001tHVQHAA4,eCommerce-Physical goods,EMEA,United Kingdom,
0013n00001tJckRAAS,eCommerce,EMEA,Germany,
0013n00001tJckiAAC,eCommerce-Physical goods,EMEA,Italy,
0013n00001tJclIAAS,eCommerce,EMEA,Sweden,
0013n00001tKngwAAC,eCommerce-Physical goods,EMEA,Germany,
0013n00001tKnhaAAC,Banks & lenders,EMEA,Italy,
0013n00001tKnjLAAS,Banks & lenders,EMEA,Denmark,
0013n00001tKnjbAAC,Banks & lenders,EMEA,Germany,
0013n00001tKntcAAC,eCommerce-Marketplaces,EMEA,United Kingdom,
0013n00001tKnv8AAC,Banks & lenders-Other,EMEA,Netherlands,
0013n00001tKnvGAAS,eCommerce-Physical goods,EMEA,Israel,
0013n00001tf8pjAAA,eCommerce-Physical goods,EMEA,Finland,
0013n00001tsX35AAE,Payments,EMEA,Switzerland,
0013n00001tsX4KAAU,Payments,EMEA,Finland,
0013n00001tsX4SAAU,Payments,EMEA,United Kingdom,
0013n00001uehkEAAQ,eCommerce-Marketplaces,EMEA,Switzerland,
0013n00001vVVk9AAG,eCommerce-Physical goods,EMEA,United Kingdom,
0013n00001vWFHrAAO,Banks & lenders-Online Lenders,EMEA,Germany,
0013n00001vZBLBAA4,eCommerce-Physical goods,EMEA,Sweden,
0013n00001vzJfPAAU,eCommerce-Physical goods,EMEA,Norway,
0013n00001w2J1vAAE,eCommerce-Travel & hospitality,EMEA,Czech Republic,
0013n00001w2NoRAAU,eCommerce-Digital goods,EMEA,Malta,
